@ArvindKejriwal	rest	X
you	en	PRON
forgot	en	VERB
2	rest	NUM
add	en	VERB
ur	en	PRON
famous	en	ADJ
tagline	en	NOUN
"	rest	X
Iske	hi	PART
piche	hi	ADV
Modi	rest	PROPN
ka	hi	ADP
hath	hi	NOUN
hai	hi	VERB
ji	hi	PART
.	rest	X
"	rest	X
#SurgicalStrike	rest	X
#IndianArmy	rest	X
htt	rest	X
		
@Virendrsehwag	rest	X
statement	en	NOUN
by	en	ADP
kejru's	rest	PROPN
dad	en	NOUN
abt	en	ADP
proof	en	NOUN
of	en	ADP
his	en	PRON
paternity	en	NOUN
"	rest	X
us	hi	DET
rat	hi	NOUN
ko	hi	ADP
humne	hi	PRON
surgical	en	ADJ
strike	en	NOUN
kiya	hi	VERB
hi	hi	PART
nahi	hi	PART_NEG
"	rest	X
#SurgicalStrike	rest	X
#proof	rest	X
		
RT	rest	X
@ShRuttiK	rest	X
:	rest	X
No	en	PART_NEG
media	en	NOUN
ask	en	VERB
to	en	PART
army	en	NOUN
officials	en	NOUN
whn	en	ADV
Bollywood	en	PROPN
hero	en	NOUN
do	en	VERB
well	en	ADV
in	en	ADP
their	en	PRON
movies	en	NOUN
.	rest	X
then	en	ADV
why	en	PRON_WH
media	en	NOUN
askng	en	VERB
on	en	ADP
#SurgicalStrike	rest	X
to	hi	PART
the	hi	VERB
Bol	hi	VERB
		
RT	en	X
@its_belladonna	rest	X
:	rest	X
I'm	en	VERB
a	en	DET
Pakistani	en	ADJ
and	en	CONJ
I	en	PRON
confirm	en	NOUN
surgical	en	ADJ
Strike	en	NOUN
hui	hi	VERB
thi	hi	VERB
.	rest	X
Phantom	rest	PROPN
main	hi	ADP
Saif	rest	PROPN
ali	rest	PROPN
khan	rest	PROPN
ne	hi	ADP
ki	hi	ADP
thi	hi	VERB
#SurgicalStrike	rest	X
		
RT	en	X
@BATOLEBAZI	rest	X
:	rest	X
Aaj	hi	ADV
Tak	hi	ADV
Communisto	rest	PROPN
Ki	hi	ADP
Worker	en	NOUN
Strike	en	NOUN
Hi	hi	PART
Dekha	hi	VERB
.	rest	X
Strike	en	NOUN
Itani	hi	VERB
Khushi	hi	PART
Degi	hi	PART
Ye	hi	DET
Aaj	hi	ADV
ki	hi	ADP
#SurgicalStrike	rest	X
Ke	hi	ADP
Baad	hi	ADP
Pata	hi	VERB
Chala	hi	VERB
.	rest	X
Salute	en	VERB
		
RT	rest	X
@loveafter_death	rest	X
:	rest	X
#SurgicalStrike	rest	X
should	en	VERB
be	en	VERB
on	en	ADP
Pakistan	rest	PROPN
defence	en	PROPN
minister	en	PROPN
k	rest	PROPN
asif	rest	PROPN
ke	hi	ADP
gand	hi	NOUN
me	hi	ADP
bomb	en	NOUN
dal	hi	VERB
Kar	hi	VERB
hona	hi	VERB
chahiye	hi	VERB
tha	hi	VERB
maderchod	hi	NOUN
		
RT	rest	X
@PaatJohnywalker	rest	X
:	rest	X
#SurgicalStrike	rest	X
1st	rest	ADV
boycott	en	VERB
Saarc	rest	PROPN
,	rest	X
surgical	en	ADJ
strike	en	NOUN
next	en	ADJ
may	en	VERB
be	en	VERB
to	en	PART
stop	en	VERB
river	en	NOUN
Sindhu	rest	PROPN
.	rest	X
Denewala	hi	PART
jabhi	hi	PART
deta	hi	VERB
deta	hi	VERB
chapad	hi	NOUN
p	hi	ADP
		
RT	rest	X
@TheArslanRana	rest	X
:	rest	X
#SurgicalStrike	rest	X
1	rest	NUM
:	rest	X
Ghus	hi	VERB
k	hi	ADP
marengy	hi	NOUN
2	rest	NUM
:	rest	X
Sit	en	VERB
it's	en	VERB
just	en	ADV
shooting	en	VERB
3	rest	NUM
:	rest	X
Bhai	hi	NOUN
Kabotar	hi	NOUN
na	hi	PART_NEG
aa	hi	VERB
jy	hi	PRON
khi	hi	PART
4	rest	NUM
:	rest	X
Ammi	hi	DET
2	rest	NUM
,	rest	X
3	rest	NUM
trousers	en	NOUN
bhj	hi	PART
den	hi	VERB
.	rest	X
Sa	rest	PROPN
		
RT	en	X
@mustansr_	rest	X
:	rest	X
Dear	en	ADJ
Indians	rest	NOUN
,	rest	X
we	en	PRON
are	en	VERB
peace	en	NOUN
loving	en	VERB
people	en	NOUN
.	rest	X
Tum	hi	PRON
log	hi	NOUN
border	en	NOUN
pe	hi	ADP
aa	hi	VERB
jaya	hi	NOUN
kro	hi	VERB
,	rest	X
kuch	hi	DET
ni	hi	PART_NEG
kehte	hi	VERB
hmare	hi	PRON
army	en	NOUN
wale	hi	PART
!!	rest	X
#SurgicalStrike	rest	X
		
Let	en	VERB
us	en	PRON
injoy	en	VERB
middle	en	ADJ
class	en	NOUN
walo	hi	PART
....	rest	X
Bibiya	hi	NOUN
aaj	hi	ADV
500	rest	NUM
or	hi	CONJ
1000	rest	NUM
ke	hi	ADP
note	hi	NOUN
Aapko	hi	PRON
300	rest	NUM
or	hi	CONJ
1000	rest	NUM
me	hi	ADP
de	hi	VERB
skti	hi	NOUN
h	hi	VERB
#surgicalStrike	rest	X
https://t.co/OjroOcSJ4Y	rest	X
		
@ArvindKejriwal	rest	X
Next	en	ADJ
time	en	NOUN
arnd	en	ADP
please	en	ADV
ask	en	VERB
the	en	DET
army	en	NOUN
to	en	PART
tk	en	ADV
u	en	PRON
along	en	ADP
during	en	ADV
the	en	DET
strikes	en	NOUN
..	rest	X
doodh	hi	PART
ka	hi	ADP
doodh	hi	PART
pani	hi	NOUN
ka	hi	ADP
pani	hi	NOUN
ho	hi	VERB
jayega	hi	VERB
#SurgicalStrike	rest	X
		
@Shahidmasooddr	rest	X
Sir	en	NOUN
ap	hi	PRON
ye	hi	DET
q	hi	PRON_WH
nhi	hi	PART_NEG
pochty	hi	NOUN
k	hi	ADP
#PMLN	rest	X
waly	hi	ADJ
sirf	hi	ADV
#IK	rest	X
k	hi	ADP
against	en	ADP
hi	hi	PART
q	hi	PRON_WH
bolty	hi	NOUN
hain	hi	VERB
#SurgicalStrike	rest	X
k	hi	ADP
against	en	ADP
koi	hi	DET
press	en	NOUN
conference	en	NOUN
q	hi	PRON_WH
nhi	hi	PART_NEG
		
RT	rest	X
@DenNehaS	rest	X
:	rest	X
@Shahrcasm	rest	X
P	rest	X
~	rest	X
Pagal	hi	ADJ
A	hi	PART
~	rest	X
Arvind	rest	PROPN
K	rest	PROPN
~	rest	X
Kejriwal	rest	PROPN
,	rest	X
I	en	PRON
~	rest	X
India	rest	PROPN
did	en	VERB
S	en	X
~	rest	X
#SurgicalStrike	rest	X
!	rest	X
T	rest	PROPN
~	rest	X
Tu	hi	PRON
A	hi	PART
~	rest	X
Aaukaat	hi	DET
N	en	CONJ
~	rest	X
Na	hi	PART_NEG
dikha	hi	VERB
		
#SurgicalStrike	rest	X
Indian	en	ADJ
prisoner	en	NOUN
Chandu	rest	PROPN
Babulal	rest	PROPN
Chohan	rest	PROPN
s/o	hi	PROPN
Bashan	rest	PROPN
Chohan	rest	PROPN
age	en	NOUN
22	rest	NUM
yr	en	NOUN
r/o	hi	NOUN
Mahristara	rest	PROPN
ex	rest	NOUN
81	rest	NUM
RR	rest	PROPN
with	en	ADP
1	rest	NUM
SMG	rest	PROPN
.	rest	X
6	rest	NUM
mag	en	NOUN
&	rest	CONJ
6	rest	NUM
grenades	en	NOUN
		
@JuDHafizSaeed	rest	X
Ullu	hi	PART
k	hi	ADP
patthe	hi	NOUN
ek	hi	NUM
taraf	hi	ADP
bolta	hi	VERB
hai	hi	VERB
ki	hi	ADP
#SurgicalStrike	rest	X
was	en	VERB
never	en	PART_NEG
take	en	VERB
place	en	NOUN
and	en	CONJ
dursi	hi	NOUN
taraf	hi	ADP
kahta	hi	NOUN
tu	hi	PRON
btayega	hi	NOUN
kya	hi	PRON_WH
hoti	hi	VERB
strike	en	NOUN
?	rest	X
		
bharat	rest	PROPN
mata	hi	NOUN
ki	hi	ADP
jai	hi	VERB
..	rest	X
proud	en	ADJ
to	en	PART
be	en	VERB
an	en	DET
.	rest	X
indian	en	ADJ
...	rest	X
thnx	en	PROPN
indian	en	ADJ
army	en	NOUN
....	rest	X
and	en	CONJ
to	en	PART
Pakistan	rest	PROPN
I	en	PRON
want	en	VERB
to	en	PART
say	en	VERB
..	rest	X
jaisi	hi	ADP
krnii	hi	PART
vaisi	hi	PART
bhrnii	hi	PART
#SurgicalStrike	rest	X
		
Indian	rest	ADJ
Army	en	NOUN
Video	en	NOUN
isiliye	hi	VERB
nahi	hi	PART_NEG
dikha	hi	VERB
rahi	hi	VERB
,	rest	X
kyoki	hi	PRON
army	en	NOUN
waha	hi	ADV
phochi	hi	VERB
to	hi	PART
terrerist	en	VERB
gay	en	VERB
sex	en	NOUN
kar	hi	VERB
rahe	hi	VERB
the	hi	VERB
Kuch	hi	DET
nange	hi	ADJ
ghum	hi	VERB
rahe	hi	VERB
the	en	DET
#SurgicalStrike	rest	X
		
RT	en	X
@abhijeetsinger	rest	X
:	rest	X
Kaun	hi	PRON_WH
hai	hi	VERB
ye	hi	DET
??	rest	X
Dhobi	hi	NOUN
ka	hi	ADP
ghada	hi	NOUN
Na	hi	PART_NEG
Ghar	hi	NOUN
ka	hi	ADP
Na	hi	PART_NEG
ghat	hi	VERB
ka	hi	ADP
..	rest	X
Who	en	PRON_WH
the	en	DET
hell	en	NOUN
is	en	VERB
he	en	PRON
to	en	PART
seek	en	VERB
d	en	DET
information	en	NOUN
?	rest	X
#SurgicalStrike	rest	X
https	rest	X
		
RT	rest	X
@D_ki_Company	rest	X
:	rest	X
Bahot	hi	ADV
logon	hi	NOUN
ko	hi	ADP
#surgicalStrike	rest	X
ki	hi	ADP
zarurat	hi	NOUN
hai	hi	VERB
.	rest	X
Jaise	hi	ADP
ki	hi	ADP
,	rest	X
shopkeeper	en	NOUN
giving	en	VERB
toffee	en	NOUN
for	en	ADP
change	en	VERB
,	rest	X
Aunty	en	NOUN
who	en	PRON_WH
keeps	en	VERB
asking	en	VERB
shaa	hi	VERB
		
#Pakistani	rest	X
SSG	rest	PROPN
Pigeons	en	NOUN
Commander	en	NOUN
Of	en	ADP
Special	en	ADJ
#SurgicalStrike	rest	X
In	en	ADP
India	rest	PROPN
.....	rest	X
Haha	rest	PART
Bara	hi	PROPN
#Modi	rest	X
Bana	hi	VERB
Phirta	hi	PART
Hei	hi	PART
Kaboter	hi	PART
Se	hi	ADP
Jo	hi	PRON
Darta	hi	PART
Hei	hi	PART
.	rest	X
#UsmanAQ	rest	X
https://t.co/pmIo5Jwngm	rest	X
		
This	en	DET
is	en	VERB
what	en	PRON_WH
happens	en	VERB
when	en	ADV
a	en	DET
chaiwala	hi	NOUN
turns	en	VERB
into	en	ADP
#IndianPM	rest	X
and	en	CONJ
calls	en	VERB
For	en	ADP
#SurgicalStrike	rest	X
#IndiaSochnaBhiNahi	rest	X
Choty	hi	NOUN
chae	hi	PART
garm	hi	NOUN
kr	hi	VERB
,	rest	X
bheja	hi	NOUN
nhi	hi	PART_NEG
		
@TimesNow	rest	X
Pakistani	en	ADJ
terrorists	en	NOUN
ka	hi	ADP
placement	en	NOUN
to	hi	PART
hona	hi	VERB
hi	hi	PART
tha	hi	VERB
,	rest	X
par	hi	ADP
Indian	en	ADJ
army	en	NOUN
ne	hi	ADP
to	hi	PART
campus	en	NOUN
Placement	en	NOUN
hi	hi	PART
kar	hi	VERB
diya	hi	VERB
#SurgicalStrike	rest	X
#JaiHind	rest	X
		
Thats	en	VERB
called	en	VERB
#SurgicalStrike	rest	X
in	en	ADP
india	rest	PROPN
,	rest	X
by	en	ADP
india	rest	PROPN
.	rest	X
Apny	hi	PRON
ghr	hi	NOUN
me	hi	ADP
to	hi	PART
burai	hi	CONJ
rok	hi	VERB
nai	hi	PART_NEG
skty	hi	VERB
Or	hi	CONJ
bhonkty	hi	NOUN
hein	hi	VERB
Pakistan	rest	PROPN
k	hi	ADP
bary	hi	NOUN
me	hi	ADP
#PAKArmyZindabad	rest	X
https://t.co/P0dZvvEdVc	rest	X
		
#Modi	rest	X
ji	hi	PART
thanks	en	VERB
for	en	ADP
showing	en	VERB
what	en	PRON_WH
#intolerance	rest	X
is	en	VERB
..	rest	X
an	en	DET
example	en	NOUN
well	en	ADV
set	en	VERB
..	rest	X
aaj	hi	ADV
mera	hi	PRON
seena	hi	NOUN
sach	hi	ADV
mein	hi	ADP
56	rest	NUM
inch	en	NOUN
ka	hi	ADP
ho	hi	VERB
gya	hi	VERB
#SurgicalStrike	rest	X
		
RT	rest	X
@rjfahad	rest	X
:	rest	X
"	rest	X
Pakistani	en	ADJ
media	en	NOUN
parrots	en	NOUN
their	en	PRON
Govt	en	NOUN
line	en	NOUN
"	rest	X
Humne	hi	PRON
to	hi	PART
#SurgicalStrike	rest	X
ke	hi	ADP
dheron	hi	VERB
saboot	hi	NOUN
maang	hi	NOUN
lie	hi	ADP
Govt	en	NOUN
se	hi	ADP
.	rest	X
Hai	hi	VERB
na	hi	PART_NEG
?	rest	X
		
RT	rest	X
@SharyOfficial	rest	X
:	rest	X
dfa	hi	NOUN
abhi	hi	ADV
to	hi	PART
party	en	NOUN
shuro	hi	NOUN
hui	hi	VERB
thi	hi	VERB
Apki	hi	PRON
age	en	NOUN
itni	hi	DET
ho	hi	VERB
chuki	hi	PART
he	hi	VERB
itne	hi	DET
der	hi	VERB
kese	hi	PRON_WH
jagti	hi	PART
he	hi	VERB
rat	hi	NOUN
ko	hi	ADP
?	rest	X
#SurgicalStrike	rest	X
Blocked	en	VERB
ht	en	VERB
		
Ye	hi	DET
toh	hi	PART
cheating	en	NOUN
hai	hi	VERB
Modi	rest	PROPN
ji	hi	PART
l	hi	PRON
...	rest	X
Hum	hi	PRON
toh	hi	PART
expect	en	VERB
kar	hi	VERB
rhe	hi	VERB
the	hi	VERB
strongest	en	ADJ
reply	en	NOUN
from	en	ADP
India	rest	PROPN
will	en	VERB
be	en	VERB
"	rest	X
Kadi	hi	ADJ
Ninda	hi	NOUN
"	rest	X
but	en	CONJ
Ye	hi	DET
#Surgicalstrike	rest	X
karwa	hi	VERB
di	hi	VERB
		
such	en	ADJ
a	en	DET
poor	en	ADJ
nation	en	NOUN
india	rest	PROPN
is	en	VERB
.	rest	X
raat	hi	NOUN
me	hi	ADP
#SaifAliKhan	rest	X
ki	hi	ADP
movie	en	NOUN
dekhi	hi	PART
subah	hi	PART
bole	hi	VERB
#SurgicalStrike	rest	X
kr	hi	VERB
di	hi	VERB
hum	hi	PRON
ne	hi	ADP
.	rest	X
acha	hi	ADJ
hota	hi	VERB
ek	hi	NUM
or	hi	CONJ
movie	en	NOUN
bana	hi	VERB
lete	hi	VERB
		
RT	rest	X
@life_hacker23	rest	X
:	rest	X
BILAWAL	rest	PROPN
BHUTTO	rest	PROPN
*	rest	X
In	en	ADP
2014	rest	NUM
*	rest	X
Pura	hi	ADJ
Kashmir	rest	PROPN
le	hi	VERB
ke	hi	ADP
rahenge	hi	VERB
*	rest	X
Post	en	NOUN
#SurgicalStrike	rest	X
*	rest	X
POK	rest	PROPN
me	hi	ADP
ab	hi	ADV
ghuske	hi	NOUN
dikha	hi	VERB
*	rest	X
At	en	ADP
present	en	ADJ
*	rest	X
Bashir	hi	NOUN
aj	hi	ADV
		
Dear	en	ADJ
@ArvindKejriwal	rest	X
its	en	VERB
#SurgicalStrike	rest	X
&	rest	CONJ
nt	en	PART_NEG
a	en	DET
sex	en	NOUN
scandel	en	NOUN
.	rest	X
Video	en	NOUN
banao	hi	NOUN
,	rest	X
upload	en	VERB
karo	hi	VERB
aur	hi	CONJ
bechne	hi	PART
ka	hi	ADP
kaam	hi	NOUN
#AAP	rest	X
karte	hi	VERB
ho	hi	VERB
,	rest	X
#Indian	rest	X
#Army	rest	X
nahi	hi	PART_NEG
		
There	en	DET
were	en	VERB
NO	en	PART_NEG
#SurgicalStrike	rest	X
Strikes	en	NOUN
according	en	VERB
to	en	PART
the	en	DET
UN	rest	PROPN
Monitoring	en	ADJ
Mission	en	NOUN
.	rest	X
Bus	hi	PART
Batein	hi	NOUN
Karwa	hi	VERB
lo	hi	VERB
Indians	en	NOUN
se	hi	ADP
https://t.co/chzWEuJSBh	rest	X
		
@ANI_news	rest	X
Dalali	hi	PROPN
toh	hi	PART
tum	hi	PRON
kerte	hi	PART
ho	hi	VERB
,	rest	X
Jo	hi	PRON
Army	en	NOUN
Ke	hi	ADP
#SurgicalStrike	rest	X
Ko	hi	ADP
fake	en	ADJ
Bolte	hi	VERB
ho	hi	VERB
.	rest	X
Shame	en	NOUN
on	en	ADP
you	en	PRON
.	rest	X
@OfficeOfRG	rest	X
		
@SankiMaanjhi	rest	X
@sanjaynirupam	rest	X
@narendramodi	rest	X
ne	hi	ADP
jo	hi	PRON
kiya	hi	VERB
#SurgicalStrike	rest	X
wo	hi	PRON
koi	hi	DET
aur	hi	CONJ
nahi	hi	PART_NEG
kar	hi	VERB
sakta	hi	VERB
.	rest	X
Other	en	ADJ
parties	en	NOUN
should	en	VERB
learn	en	VERB
from	en	ADP
this	en	DET
		
Sir	en	NOUN
Gaal	hi	PART
per	hi	ADP
chata	hi	PART
hai	hi	VERB
,	rest	X
ir	hi	PART
bhi	hi	PART
he	en	PRON
didn't	en	VERB
touch	en	VERB
me	en	PRON
,	rest	X
we	en	PRON
need	en	VERB
2	rest	NUM
ask	en	VERB
pak	rest	PROPN
wat	en	PRON
is	en	VERB
their	en	PRON
definition	en	NOUN
of	en	ADP
"	rest	X
touch	en	NOUN
"	rest	X
...	rest	X
#SurgicalStrike	rest	X
https://t.co/v9m3Y9jOaD	rest	X
		
Pakistan	rest	PROPN
mein	hi	ADP
2nd	rest	NUM
sabse	hi	DET
zyada	hi	NOUN
bola	hi	VERB
jaane	hi	VERB
wala	hi	PART
angrezi	hi	PART
shabd	hi	PART
:	rest	X
"	rest	X
Surgical	en	NOUN
Strike	en	NOUN
"	rest	X
Pehla	hi	NOUN
abhi	hi	ADV
bhi	hi	PART
wahi	hi	DET
h	hi	VERB
:	rest	X
"	rest	X
Our	en	PRON
boys	en	NOUN
played	en	VERB
well	en	ADV
"	rest	X
#SurgicalStrike	rest	X
		
RT	rest	X
@SUMERNAIN1	rest	X
:	rest	X
SURGICAL	en	ADJ
STRIKE	en	NOUN
KI	hi	ADP
VEDIO	en	NOUN
CLIP	en	ADJ
STUDIO	en	NOUN
ME	hi	ADP
TAYYAR	hi	PART
KI	hi	ADP
JAA	hi	VERB
RAHI	hi	VERB
HE	hi	VERB
KRIPYA	hi	PART
BHAKT	hi	NOUN
JAN	hi	PART
THODA	hi	ADV
INTEZAR	hi	NOUN
KARE	hi	VERB
...	rest	X
#SURGICALSTRIKE	rest	X
@Ashok	rest	X
		
@gauravcsawant	rest	X
are	en	VERB
u	en	PRON
can	en	VERB
show	en	VERB
the	en	DET
Bodies	en	NOUN
of	en	ADP
terrorists	en	NOUN
Publicly	en	ADV
.	rest	X
Hum	hi	PRON
bhe	hi	PART
tu	hi	PRON
dekhy	hi	PART
k	hi	ADP
wo	hi	PRON
kesy	hi	PART
sher	hi	NOUN
jin	hi	DET
ny	hi	ADJ
#SurgicalStrike	rest	X
walu	hi	NOUN
ko	hi	ADP
3	rest	NUM
din	hi	NOUN
Nchaya	hi	VERB
		
RT	en	X
@Babu_Bhaiyaa	rest	X
:	rest	X
Don't	en	VERB
mess	en	VERB
with	en	ADP
Indian	en	ADJ
Army	en	NOUN
&	rest	CONJ
Unsubtledesi	rest	NOUN
ji	hi	PART
..	rest	X
Army	en	NOUN
k	hi	ADP
#SurgicalStrike	rest	X
se	hi	ADP
bach	hi	NOUN
bhi	hi	PART
gaye	hi	VERB
to	hi	PART
inke	hi	PRON
strike	en	NOUN
se	hi	ADP
bachna	hi	NOUN
mushkil	hi	PROPN
h	hi	VERB
		
RT	rest	X
@Ingenuous__	rest	X
:	rest	X
Pak	rest	PROPN
Ka	hi	ADP
Dusra	hi	NOUN
Sabse	hi	DET
Jyada	hi	ADJ
Bola	hi	VERB
Jane	hi	PART
Wala	hi	PART
Angreji	hi	PART
Shabd	hi	PART
:	rest	X
#SurgicalStrike	rest	X
Pehla	hi	NOUN
Abhi	hi	ADV
Bhi	hi	PART
Wahi	hi	DET
Hai	hi	VERB
:	rest	X
